1,7
1,6
1,18
0, 7
1,18
3,14
0, 12
0, 16
2,14
1,9
0, 18
1,15
0, 14
1,11
1,15
1,3
1,4
0, 13
0, 21
1,3
1,8
1,4
1,5
1,6
1,9
0, 11
1,10
1,9
3,21
1,8
1,10
0, 4
0, 24
1,14
1,5
1,8
2,10
1,10
0, 11
1,17
1,9
1,5
1,14
1,17
1,13
0, 25
0, 23
0, 5
1,5
1,12
0, 8
1,10
0, 8
0, 11
0, 24
1,3
0, 13
1,14
1,7
1,6
0, 7
0, 22
1,14
1,2
1,9
0, 16
1,7
1,12
1,5
1,2
10,16
0, 20
2,9
1,14
0, 7
1,12
0, 4
1,6
0, 10
0, 27
1,13
1,11
1,5
0, 24
1,22
1,8
0, 23
1,3
1,8
0, 21
0, 26
1,9
1,4
1,9
1,3
1,4
1,12
1,7
1,7
10,5
0, 17
1,6
1,12
0, 16
3,6
1,22
0, 3
1,7
1,7
0, 13
1,6
1,14
1,7
0, 18
2,7
1,12
1,24
1,17
2,25
5,9
1,10
0, 7
1,9
1,4
1,7
1,6
5,7
1,9
1,3
1,6
0, 5
1,10
0, 28
1,7
0, 8
0, 6
1,15
1,12
1,10
0, 3
1,12
1,4
1,3
1,10
1,8
0, 10
1,9
1,2
1,4
1,11
1,17
3,7
1,6
1,7
1,6
0, 7
0, 18
1,4
1,12
1,8
1,8
0, 11
2,6
0, 12
1,15
1,12
1,11
1,5
1,10
0, 4
7,6
1,4
0, 17
1,21
1,10
1,5
0, 15
1,11
1,15
0, 11
1,9
1,18
1,18
1,11
1,7
1,12
0, 14
0, 29
1,10
0, 10
1,6
1,5
1,13
0, 16
0, 8
1,8
1,14
1,5
0, 24
0, 2
1,5
1,10
1,9
3,12
1,10
1,4
4,9
0, 20
1,4
1,19
0, 9
1,6
1,6
10,20
1,15
0, 10
1,12
1,4
5,9
1,11
1,16
0, 10
4,21
0, 7
0, 24
1,13
1,8
1,15
1,12
0, 13
0, 7
1,13
1,5
0, 7
7,6
1,23
0, 12
1,12
0, 11
1,7
1,9
1,17
0, 18
0, 11
0, 23
0, 8
1,4
1,7
1,10
1,15
1,12
0, 19
2,12
1,23
1,9
1,11
1,21
0, 21
1,19
1,7
1,10
3,9
1,8
1,10
1,8
1,16
1,12
2,8
1,7
1,6
0, 15
1,9
1,2
1,19
1,4
0, 2
1,8
0, 20
6,27
0, 3
1,13
1,8
1,7
1,14
0, 18
0, 5
2,12
1,11
1,11
0, 7
1,8
0, 7
1,3
0, 12
3,24
1,5
1,22
2,8
1,2
1,17
1,10
1,18
0, 21
1,4
1,9
0, 8
1,15
1,4
1,14
1,7
4,15
1,9
1,13
0, 21
1,12
1,6
2,5
0, 5
0, 16
1,11
2,2
6,3
1,5
1,10
2,11
0, 9
0, 26
0, 31
1,3
1,12
0, 4
0, 14
1,13
0, 15
0, 7
1,6
1,12
1,9
0, 2
1,25
10,9
0, 7
0, 9
1,15
1,22
0, 7
1,23
1,4
1,22
1,21
1,7
1,18
0, 8
0, 28
0, 7
1,11
1,3
1,9
1,24
1,9
1,17
2,2
1,10
0, 9
0, 7
1,27
1,11
7,6
3,11
0, 11
1,14
0, 10
1,15
3,4
2,12
2,2
1,9
1,5
1,12
1,7
1,19
1,16
1,7
1,13
